finess,rs,champ_pmsi,taa,cat,taille_MCO,taille_M,taille_C,taille_O,A7,A8,A9,A10,A11,A12,A13,A14,A15,CI_AC1,CI_AC2,CI_AC3,CI_AC4,CI_AC5,CI_AC6,CI_AC7,CI_AC8,CI_AC9,CI_A1,CI_A2,CI_A3,CI_A4,CI_A5,CI_A6,CI_A7,CI_A8,CI_A9,CI_A10,CI_A11,CI_A12,CI_A13,CI_A14,CI_A15,CI_E1,CI_E2,CI_E3,CI_E4_v2,CI_E5,CI_E6,CI_E7_v2,CI_F1_D,CI_F1_O,CI_F2_D,CI_F2_O,CI_F3_D,CI_F3_O,CI_F4_D,CI_F4_O,CI_F5_D,CI_F5_O,CI_F6_D,CI_F6_O,CI_F7_D,CI_F7_O,CI_F8_D,CI_F8_O,CI_F9_D,CI_F9_O,CI_F10_D,CI_F10_O,CI_F11_D,CI_F11_O,CI_F12_D,CI_F12_O,CI_F13_D,CI_F13_O,CI_F14_D,CI_F14_O,CI_F15_D,CI_F15_O,CI_F16_D,CI_F16_O,CI_F17_D,CI_F17_O,CI_F18_D,CI_F18_O,CI_F19_D,CI_F19_O,CI_F20_D,CI_F20_O,CI_F21_D,CI_F21_O,CI_F22_D,CI_F22_O,CI_F23_D,CI_F23_O,CI_F24_D,CI_F24_O,CI_F25_D,CI_F25_O,CI_F26_D,CI_F26_O,CI_F27_D,CI_F27_O,CI_A16_1,CI_A16_2,CI_A16_3,CI_A16_4,CI_A16_5,CI_A16_6,CI_A18_1,CI_A18_2,CI_A18_3,CI_A18_4,CI_A18_5,CI_A17_1,CI_A17_2,CI_A17_3,CI_A17_4,CI_A17_5,CI_RH1,CI_RH2,CI_RH3,CI_RH4,CI_RH5,CI_RH6,CI_RH7,CI_RH8,CI_RH9,CI_RH10,CI_RH11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P12_bis,P13,P14,P15,P16,RH1,RH2,RH3,RH4,RH5,RH6,RH7,RH8,RH9,RH10
440055770,CENTRE DIALYSE ECHO ST HERBLAIN PSA,OQN,TAA,CLI,T0,,,,,,,,,,,,,,,,,,,,,,           0,           0,           0,           0,           0,           0,           0,           0,       10896,          43,           0,           0,,           0,,,,,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,,,,,,"        4,16","        4,16",,,,"        28,8","        1,81","       26,99",,,,,,,,,,,,                                      .c,,,,,,,,,,,,          51,,,,                                      .z,                                      .z,                                      .z
440055945,MAISON DE NICODEME,DGF,TAA,EBNL,T1,M1,,,"        87,6",           0,           0,,,           0,"        47,6",,,          18,,,,,,,,,         167,           0,           0,           2,           0,           0,           0,           0,           0,           0,           0,           0,,           0,           1,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,,,,,,Soins palliatifs : 169,,,,,"         2,7","         2,5",,,,"       39,15",           3,"       33,65","         0,5",,           2,"       1,121",,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,
450000088,CHR ORLEANS,DGF,TAA,CHR,T4,M4,C4,O4,"        12,8","        2,54","       10,34","        0,42","        0,93","        41,2","        60,9","        87,5","        71,9",         626,          40,          83,          56,         125,         215,          66,          84,           1,       26159,        9217,        5416,       11788,        6911,        1797,       18718,       22864,       11328,        6775,        4558,       15241,,        7461,         157,           3,           3,           2,           1,          20,           3,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 300,Cataracte : 1534,Arthroscopie du genou : 249,Hernie enfant : 181,RTU prostate : 81,Hernie adulte y compris coelioscopie : 436,Cataractes : 1493,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 1227,Hernies : 743,Mise en place d'accès vasculaire : 550,Cholécystectomies : 491,affections médicales du nouveau né : 4541,Endoscopies digestives avec ou sans anesthésie : 2149,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 1469,Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 1271,Chimiothérapie hors séances : 1223,"       369,5","       231,8","        49,5","        28,6","        16,2","      3773,1",         471,"      2451,8","        34,8",         279,"       536,5","       1,088","       1,197","       1,027",,,,,,      294817,"       16,61","       75,45","       42,92","       48,88","       75,33","        47,8","        26,7",,          43,"     20259,6","     88503,6",          28,"         1,6","         5,5",,"         8,7","        12,3",
450000096,CH DE GIEN,DGF,TAA,CH,T2,M2,C1,O2,"         6,2","        0,51","       12,59",,,          83,"        74,9",,"        35,9",          83,,           0,,,,,          25,,        5336,         424,         987,         750,         143,         219,           0,           0,           0,          18,         758,         377,,          31,          64,,,,,,           1,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 215,Intervention  peau et tissu sous-cutané : 100,Chirurgies utérus / annexes : 73,"Occlusions, sub-occlusions digestives : 61",Trauma crâniens : 56,affections médicales du nouveau né : 778,Infections respiratoires : 433,Signes et symptômes : 369,Symptômes digestifs : 334,"Autres Maladies immunitaires, du Sang, des Organes hématopoïétiques, Tumeurs siège imprécis ou diffus : 276","        37,2","       26,85","         0,1","         3,3","         4,8","      331,69","       41,82","      232,38","        0,98","       17,64","       38,87","       1,032","       0,855","       0,878",,,,,,                                      .c,"        25,2","       49,38","       25,22","       76,67",          50,                                      .c,"         6,6",,          40,"      4728,4",      959110,"        25,7","         0,9","         2,9",,"         6,8",           8,
450000104,CH AGGLOMERATION MONTARGOISE,DGF,TAA,CH,T3,M2,C2,O3,"        14,4","        0,68","       14,34",,,"        69,6",          79,"       122,5","        48,1",         213,           9,          14,          12,           8,          40,          12,          36,,        8815,        2590,        1596,        2092,        1677,         483,        6878,           0,           0,        1770,        1250,        3603,,        1499,         120,           1,           3,           1,,           3,           2,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 111,Cataracte : 89,Arthroscopie du genou : 51,Hernie enfant : 1,RTU prostate : 60,Hernie adulte y compris coelioscopie : 133,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 348,Chirurgies utérus / annexes : 337,Intervention  peau et tissu sous-cutané : 287,Mise en place d'accès vasculaire : 267,"Amygdalectomies, VG, drains transT : 191",affections médicales du nouveau né : 1296,Infections respiratoires : 758,"Cardiopathies, valvulopathies : 546",Cardiologie autres : 537,Signes et symptômes : 485,"      113,78","       64,58","       13,65","        6,16","        9,61","     1409,19","      186,12","      991,47","       24,05","       57,79","      149,76","       1,129","       1,186","       0,948",,,,,,      404486,          22,"       79,69","        39,3","        45,8","       61,87","        63,5","        20,1",,          35,"     12250,7","     65823,7","        50,8","         3,2","         2,7",,"         8,9","        14,2",
450000112,CH DE PITHIVIERS,DGF,HP,CH,T1,M1,C1,,"         9,2","        0,54","       16,57",,,"        87,8","        90,5",,,          28,,,,           6,,,           0,,        1378,         168,           0,         771,          21,          58,         177,           0,           0,         242,           0,           0,,         638,          47,           1,,,,           1,           0,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 92,Intervention  peau et tissu sous-cutané : 27,Trauma crâniens : 24,"Occlusions, sub-occlusions digestives : 18","Chirurgie Fractures, entorses, luxations, tractions : 13",Endoscopies digestives avec ou sans anesthésie : 314,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 227,Infections respiratoires : 217,"Cardiopathies, valvulopathies : 115",Signes et symptômes : 88,          17,"       12,61",,"        0,41",           1,"      247,37","       40,55","      159,38","        5,54","       16,61","       25,29","       1,077","       1,075",,,,,,,           0,,,"       11,11",         100,,                                      .c,"         6,2",,           0,           0,,"        47,1","         3,8","         2,7",,"        11,8","        13,2",
450000138,HL BEAUGENCY,DGF,HP,CH,T1,M1,C1,,"        16,5","        1,65","        59,5",,,           0,"        26,7",,,          12,,,,           0,           0,           0,           0,           0,          74,          45,           0,           1,           1,           0,           0,           0,           0,           0,           0,           0,,           0,          17,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 44,"Occlusions, sub-occlusions digestives : 1",Ostéomyélites aigües (y compris vertébrales) et arthrites septiques : 1,,,Signes et symptômes : 13,Soins palliatifs : 9,Infections respiratoires : 6,"Névroses, psychoses et autres troubles mentaux : 5",Rééducation - Convalescence : 5,"         0,3",,,,,"       39,67","         2,2","       21,89","         0,5","        0,28","        14,8","       1,345","       1,094",,,,,,,                                      .c,,,"        2,17",,,                                      .c,"        10,7",,,,,"        18,3",,,,,,
450000153,HL PIERRE LEBRUN,DGF,TAA,CH,T0,,,,"         8,3",           0,"       58,33",,,           0,,,,,,,,,,,,,          10,           1,           0,           1,           0,           0,           0,           0,           0,           0,           0,           0,,           0,           8,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 1,,,,,Soins palliatifs : 3,Autres affections rhumatologiques : 1,Coronaropathies : 1,Hypertension artérielle : 1,"Phlébites, varices et autres troubles vasculaires d'origine veineuse : 1",,,,,,,,,,,,"       1,544","       0,814",,,,,,,                                      .c,,,           0,,,                                      .c,         100,,,,,,,,,,,
450000161,HL SULLY,DGF,HP,CH,T1,M1,C0,,"        22,9","        0,45","       58,74",,,           0,"        80,1",,,          11,,,,,,,,,         198,          25,           0,           0,           0,           0,           0,           0,           0,           0,           0,           0,,           0,          19,,,,,,,,,,,,,,,,,,,,,,,,,,                                      .c,,,,,,,,                                      .c,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 0,Arthroscopie du genou : 0,Hernie enfant : 0,RTU prostate : 0,Hernie adulte y compris coelioscopie : 0,Traumatismes du bassin et des membres : 25,,,,,Soins palliatifs : 39,Signes et symptômes : 18,"Cardiopathies, valvulopathies : 17",Autres affections rhumatologiques : 14,Autres affections du système nerveux : 14,"        2,21","         1,4",,,,"       56,84","        9,01","       21,96",,"        2,12","       23,75","        1,31","       1,502",,,,,,,                                      .c,,,           0,,,                                      .c,"         2,5",,,,,          16,,,,,,
450000245,CLINIQUE L'ARCHETTE,OQN,TAA,CLI,T3,M2,C3,,"         9,8","        0,18","        2,22",,,           0,"        63,9","        34,8",,          11,,          11,,           5,          66,          53,,,         769,        2726,           0,        5339,        7599,           0,         542,           0,           0,          92,           0,        9249,,        5279,          32,           1,           1,,           1,          11,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 55,Cataracte : 3973,Arthroscopie du genou : 126,Hernie enfant : 0,RTU prostate : 198,Hernie adulte y compris coelioscopie : 365,Cataractes : 3960,actes ORL et stomato divers : 959,Chirurgies majeures orthopédiques (dont hanche et fémur genou) : 498,Chirurgie de la cheville ou du pied : 399,Hernies : 390,Endoscopies digestives thérapeutiques et anesthésie : séjours de moins de 2 jours : 2134,Endoscopies digestives avec ou sans anesthésie : 2028,Signes et symptômes : 373,Cathétérismes thérapeutiques vasculaires et coronariens sans endoprothèse : 240,Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 184,          55,          23,"        23,5",           6,           1,"      169,58","       32,32","      112,98","        0,92","        3,94","       19,42","       0,893","       0,836",,,,,,,      276089,,,"       73,51","       73,63","       91,93","        65,2",,,           0,"    146344,3","     91868,6","        16,2",,,,                                      .z,                                      .z,                                      .z
450000294,ORELIANCE - REINE BLANCHE,OQN,TAA,CLI,T2,M2,C1,,          12,"        1,56","       15,78",,,"        43,9","        68,7",,,         174,          12,          12,,           6,,,,,        7331,         654,           0,        1405,          88,           1,           0,           0,       11856,        1078,           0,         611,,         261,          33,           2,           2,           1,,,,,,,,,,,,,,,,,,,,                                      .z,,,,                                      .z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chirurgie du sein : 0,Cataracte : 1,Arthroscopie du genou : 1,Hernie enfant : 0,RTU prostate : 1,Hernie adulte y compris coelioscopie : 0,Stimulateurs / défibrillateurs cardiaques : 531,Traumatismes du bassin et des membres : 76,"Occlusions, sub-occlusions digestives : 36",Intervention  peau et tissu sous-cutané : 32,Trauma crâniens : 11,Cathéthérismes diagnostiques vasculaires et coronariens : 1673,Cathétérismes thérapeutiques vasculaires et coronariens avec endoprothèse ou prothèses cardiaques : 1234,Explorations nocturnes et apparentées : 675,Cardiologie autres : 510,"Cardiopathies, valvulopathies : 428","        75,5","        64,5",,"         9,5",,"      253,08","       33,13","      188,92","        1,66","       26,37",           3,"       1,095","       1,037",,,,,,,                                      .c,,,"       11,86","       11,56",           0,                                      .c,,,,"       384,7",,"        34,4",,,,                                      .z,                                      .z,                                      .z
